text_id,text,task_1
hasoc_mr_1550,राऊत कंगनाला हरामखोर म्हणाले  कंगना तुम्हाला बाबर म्हणाली. जशास तसे  तुम्ही तर तोंडात विष घेऊन सतत भुंकत असता मग आ…,HOF
hasoc_mr_1551,pubg बॅन ठरला मृत्यूचे कारण  पश्चिम बंगाल मध्ये 21 वर्षीय तरुणाने केली आत्महत्या,NOT
hasoc_mr_1552,प्रत्येक मुंबईकर जगतो हे जगणे  परप्रांतीयांना गोंजारण्यात धन्यता मानते bmc मराठी माणसाने साधी वडापावची…,NOT
hasoc_mr_1553,महा नालायक,HOF
hasoc_mr_1554,कारे चोक्या  गेल्या का गोट्या कपाळात तुज्या दलिंदर आणि दलाल कुत्रकार आहे तू,HOF
hasoc_mr_1555,अरे दळभद्री कुत्र्यांनो त्याचा १० वर्षे जुना फोटो पोस्ट करून त्याला इंनोसेन्ट दाखवायचा प्रयत्न करू नका..…,HOF
hasoc_mr_1556,ते who न स्तुती केलेलं धारावी मॉडेल कुठ गेल पाटील साहेब? मराठी उत्तर भारतीय चतुर्वेदी ते मराठी पा…,NOT
hasoc_mr_1557,आपली घरं जळत आहेत  दुसऱ्यांच्या घरांवर आग लागलेली बघायचं बंद करा. कारवाई योग्य आहे. परंतु कोरोना  अर्थव्यवस्था  म…,NOT
hasoc_mr_1558,आमचे मित्र श्री.विष्णू चवरे सर यांची कन्या कु.गार्गीने (इयत्ता ३री) काढलेले यांचे चित्र....…,NOT
hasoc_mr_1559,ज्यांना असं वाटतंय की कंगना भाजपमध्ये प्रवेश करेल व मोठी नेता होईल  ते अजून स्मृती ईराणी यांना ओळखत नाहीत. कं…,NOT
hasoc_mr_1560,सीबीआय तपास करत असतानाही मीडिया ट्रायल करणे कितपत योग्य आहे?? न्यायव्यवस्था सांगते की गुन्हा सिद्ध होत नाही तेव्हा पर्यंत आ…,NOT
hasoc_mr_1561,व्वा   तुमच्या तोंडात साखर पडो,NOT
hasoc_mr_1562,मी भाकरी करायला अलिकडेच शिकलेय अन् 3 4 वेळाच केलीय पण आज भाकरीला पदर सुटला अन् ती फुगली. पहिल्यांदा आईसारखी करायला जम…,NOT
hasoc_mr_1563,इकडे मराठा समाजात असंतोष दिसु लागताच बारामतीचे करामती काका आपली दलीत वोटबैंक मजबूत करणेसाठी भिमाकोरेगाव विषय घेऊन आले.मराठा आर…,NOT
hasoc_mr_1564,काँग्रेस आणि जनता दलाने (धर्मनिरपेक्ष) विरोध केला असतानाही कर्नाटकचे मुख्यमंत्री बी. एस. येडियुरप्पा यां…,NOT
hasoc_mr_1565,तू नको मला शिकवू महाराष्ट्र कसा लिहायचं  आणि तुजसारखे म…,HOF
hasoc_mr_1566,फक्त हा पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा  घामाचा योग्य मोबदला म्हणून एक नोट जरी भेटली ना तरी माझ्या…,NOT
hasoc_mr_1567,बँकेचे लोन गरीब   वर्ग वेळेवर देऊ शकला नाही तर त्यांना जमीन विकून डोक्यावरचं कमी करावे लागते आणि मान…,NOT
hasoc_mr_1568,तुजाईचे बॉल तर लई चाटले आहे पोरांनी  जाऊन पाय जखमा झ्हा…,HOF
hasoc_mr_1569,मुंबई महानगरपालिकेला आधी काय खटकलं पाहिजे ?? रस्तेयुक्त खड्डे बांधकामे,NOT
hasoc_mr_1570,का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक का…,NOT
hasoc_mr_1571,अहो दादा.. जरा चेक करा आधी.. शिवसेना भाजप च्या पाठिंब्यावर नाहीये महानगरपालिकेत.. भाजप वि…,NOT
hasoc_mr_1572,मूर्खा  मग मी मुंबईत काम करतो आणि मी बोलायला घाबरतो असं कशाला लिहिलं? मग चिकटपट्टी भुंड्याला लावायची ना,HOF
hasoc_mr_1573,जालन्यातील दुहेरी आरोपींना शिक्षा द्या   ची मागणी या हत्या…,NOT
hasoc_mr_1574,मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली आम्ही सगळे कलेक्टर होतो.,NOT
hasoc_mr_1575,मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपास…,HOF
hasoc_mr_1576,सगळेच कुलकर्णी बावळट नसतात  बावळट कुलकर्णी लगेच ओळखून येतात,NOT
hasoc_mr_1577,थोडे वेडे व्हा. व्हा थोडे वेडे. अगदीच  नुसतेच  अन् नेहमीच शहाणे राहण्यात काय शहाणपण आहे?   व द घाटे ( पांढरे केस  हिरवी म…,NOT
hasoc_mr_1578,सर लवडा लसूण म्हणायचय का तुम्हाला,HOF
hasoc_mr_1579,jio चा स्वस्त 5g फोन डिसेंबर मध्ये होईल लॉन्च  मुकेश अंबानींनी केली तयारी,NOT
hasoc_mr_1580,नागरिकांनी आपल्या स्वत च्या जीवनातील प्रश्न समस्या आपल्या मुलाबाळांचे भवितव्य याबाबत सजग असलं पाहिजे. तुमचे मूलभूत प्र…,NOT
hasoc_mr_1581,फिरकीचा जादूगार शेन वॉर्न,NOT
hasoc_mr_1582,काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहे…,HOF
hasoc_mr_1583,पालकांनी अमुक व्यवसाय काही ठराविक समाजातीलच लोक करू शकतात हा गैरसमज दूर करावा  मुलांना लक्ष्मणराव किर्लोस्क…,NOT
hasoc_mr_1584,फुलली ही शेवंती फुललंय मळा बघा.. मंद झुळूक येता कसा उळतोय हा झगा..,NOT
hasoc_mr_1585,अनधिकृत बांधकाम करणार आणि वरून पाकिस्तानसोबत तुलना करणार. हा माज असाच तोडला पाहिजे. well done bmc,NOT
hasoc_mr_1586,अग झवाड़े आई या शब्दला का कलंक लावते तुझ्या पुचीला एवडीच खाज आहे तर रंडी खान्यात जा ना उगाच कशाला त्या…,HOF
hasoc_mr_1587,हो का गोट्या चोळ्या भाई,HOF
hasoc_mr_1588,600 फॉल्लोवेर्स पूर्ण  अविश्वसनीय प्रवास    सर्वांचे आभार आणि मनःपूर्वक धन्यवाद    ❤️❤️ जय जिजाऊ जय शिवराय,NOT
hasoc_mr_1589,भंगार केंद्र सरकार आनं त्यांच गटार राजकारण. झाट काय सापडतय कारण आत्महत्येत काय सापडन्यासारख नाहीच.,HOF
hasoc_mr_1590,संसारात आपण निर्णय घ्यायचा नाही. बायकांना घ्यायला लावायचा. चुकला तर त्यांचा आवाज बंद. बरोबर आला तर क्रेडिट त्यांना…,NOT
hasoc_mr_1591,जिंकण्याची मजा तेव्हाच येते जेव्हा सर्वजण तुमच्या हरण्याची वाट पाहत असतात...,NOT
hasoc_mr_1592,हद्दीत घुसून दहशतवाद्यांचा खातमा केला…,NOT
hasoc_mr_1593,करूनही जर घरात सुख शांती पैसा राहत नसेल तर... फसवणुकीचा गुन्हा दाखल करता येईल का...????  सहज शंका आ…,NOT
hasoc_mr_1594,भारताचे लोकप्रिय पंतप्रधान माननीय श्री नरेंद्र मोदी जी यांच्या वाढदिवसानिमित्त  भारतीय जनता पार्टी जिल्हा हिं…,NOT
hasoc_mr_1595,आईझवाड्या  ही पत्रकार परिषद होती का? रश्मीच्या पल्लूमध्ये गप्प बसणे.,HOF
hasoc_mr_1596,सर्व त्रास सहन करून पुन्हा उठण्याचा प्रयत्न करत आहे जुने सर्व काही सोडून नवी स्वीकारण्या…,NOT
hasoc_mr_1597,मराठ्यांचा एक पण मत दळभद्री भाजपला जाणार नाही.,HOF
hasoc_mr_1598,आरक्षण मागतोय बायको नाही म्हटल्यानंतर सुद्धा चाकर अक्षर न काढणारे फडणवीस आणि भाजप कुठे आणि हे विद्यमान दळभद्री कुठे.,HOF
hasoc_mr_1599,वर राजकारण करून नेते झालेली सोशील कुत्री  बहुतेक थोरल्या सायेबाचं लेंडूक तोंडात गिळून गप्प आहेत.,HOF
hasoc_mr_1600,स्वीडन विरुद्ध गोल करत आपल्या देशासाठी १०० गोल मारणारा ख्रिस्तीयानो रोनाल्डो बनला जगातील दुसरा खेळाडू. या आधी इराणच्या अली…,NOT
hasoc_mr_1601,इयत्ता ९ ते १२ वी वर्गात शिकणाऱ्या विद्यार्थ्यांना स्वच्छेने शिक्षकांच्या मार्गदर्शनखाली शाळेत जाता येणार आ…,NOT
hasoc_mr_1602,एकदा जयू आणि जुही त्यांच्या एका मित्राकडे जातात. मित्राची मावशी (इंग्रजी चा तोरा मिरवायला)  who ही?  मी जुही. …,NOT
hasoc_mr_1603,तुझ्या गांडित केळ घातल भेन्चोद तुझ्या शेट काय झिंनपिंग तोंडात…,HOF
hasoc_mr_1604,देवाभाऊंच्या मुद्देसुद भाषणाला उत्तर काय तर.. आशेवर दिवस ढकला. आपला मास्क हीच आपली लस. हात धुवा. शिथिलता किंबहुना गाफील रा…,NOT
hasoc_mr_1605,तो एक झाट्या आहेच. पूरग्रस्त लोकांना फक्त १६ करोड चे पॅकेज देऊन आपला विदर्भद्वेष दाखवलाच.…,HOF
hasoc_mr_1606,कंगनाजी🇮🇳 आज तू दाखवून दिलेस तू भारताच्या स्त्रीयांसाठी प्रेरणादायी आहेस। चे नट नट्या तों…,NOT
hasoc_mr_1607,मूर्खा मुंबईत नाव आणि पैसा कमवत आहे तरी एवढी मराठी नाही येत तुला गाढ़वा।,HOF
hasoc_mr_1608,काय रे भडव्या आमच्या सातार्यात सहजवारी भडव्या म्हणतात,HOF
hasoc_mr_1609,कोण कुठली कंगना तीच घर काय पाडलं सगळा देश उठला  इथे किती तरी आदिवासींचे घर  जमी…,NOT
hasoc_mr_1610,आज जे हे मराठी चित्रपट सृष्टीतील कलाकार बॉलीवूड वाल्याचा चा उदोउदो करतायेत त्यांनी एवढं लक्षात ठेवावं की  ह्यांच्यामुळं…,NOT
hasoc_mr_1611,एका राजभाषेचा मराठी माजी मुख्यमंत्रीला मराठी बोलायला येवढी लाज वाटते. आता तरी मराठी जनतेने एकत्र यावे आणि या…,NOT
hasoc_mr_1612,पूर्व भागात जवळ चीनचं सशस्त्र सैन्य तैनात. पूर्व लडाख भागात lac जवळ ४० ते ५० चिनी सैनिक तैनात.,NOT
hasoc_mr_1613,तुझे माझे श्वास एक झाले दोघांचे प्राण एकमेकांत गुंफले होऊदे शेवट एकाचक्षणी राहुया आठवणीत एकत्र लोकांच्या मनी  हर्ष…,NOT
hasoc_mr_1614,महाराष्ट्राचा विरोधी पक्षनेते आपली मते मराठीत का मांडत नाहीत...? महाराष्ट्राची अस्मि…,NOT
hasoc_mr_1615,space हवी आहे म्हणून ब्रेकअप केलेल्या लोकांपैकी आतापर्यंत कितीजण astronaut झाले?,NOT
hasoc_mr_1616,कोर्टाने ला स्थगिती दिली आहे. तुमचे ज्येष्ठ विधीज्ञ परमजीतसिंग पटवालिया कोर्टात गोट्या खेळायला जात हो…,NOT
hasoc_mr_1617,अरे मुर्खा संजय राऊत  नालायका  इतका तुला सत्तेचा माज. तु mp आ…,HOF
hasoc_mr_1618,दळभद्री सरकार. बट्याबोळ कारभार,HOF
hasoc_mr_1619,च्यायला हे काय बे टोळी मुकादम म्हणजे ?,HOF
hasoc_mr_1620,सरड्य ने रंग बदलला. एवढे दिवस गरळ तोंडात धरुन ऊद्धवला ऊद्धटपणा करायला लावला यानेच.,NOT
hasoc_mr_1621,hahaha हो नक्की सच्चा अंड भक्त ची ओळख आहे ही,NOT
hasoc_mr_1622,फक्त टीआरपी हेच प्राधान्य  तोच खरा धंदा. पहिला नंबर कोणाचा ह्याचसाठी अट्टहास  बाकी सगळं फाट्यावर. लोकांना ही अक्कल नाहीत  हे…,HOF
hasoc_mr_1623,अरे भुरट्या लाचार गुलाम माणसा फसवे आरक्षण आघाडी सरकार ने २०१४ मध्ये दिले होते ..फडणवीस सरकारने जे आरक्ष…,HOF
hasoc_mr_1624,रोज येतो इथे बावळट,HOF
hasoc_mr_1625,तिढा काँग्रेसच्या अध्यक्षपदाचा     भाग   २ । विश्लेषण । धनंजय सानप । दैनिक मराठी,NOT
hasoc_mr_1626,जन्म संपून जातो कळण्यात। काय चांगले काय वाईट बघू।। ध्येयाकड़े एकाग्रतेने बघतो। किती सुंदर हा वेडा राघू।।,NOT
hasoc_mr_1627,भाजपचं दळभद्री राजकारण.,HOF
hasoc_mr_1628,last song for एक दिन मर जायेगा कुत्ते की मोत जग में कहेंगे मर गया मादरचोद ला ला ला ला ला…,HOF
hasoc_mr_1629,आता तुला आरक्षणाचे साधे फायदे समजत नाहीत हे पाहून बाहेरचे लोक समजून घेणार किती मंद लोक आहेत महारा…,HOF
hasoc_mr_1630,मुंबईत एक अनधिकृत बांधकाम पाडलं काहींच्या बुडाला आगलागली. बेळगावात जेव्हा आमच्या छत्रपती शिवाजी महाराजांचा पुतळा काढला…,NOT
hasoc_mr_1631,प्रत्येक आंदोलनाला एक इतिहास व एक भविष्य असते. स्वातंत्र्याची लढाई  संयुक्त महाराष्ट्र चळवळ  गोवा मुक्ती संग्राम व अशाच…,NOT
hasoc_mr_1632,खूपच छान माहिती ☺️ अजून नवनवीन गोष्टी समोर घेऊ…,NOT
hasoc_mr_1633,केवळ शिक्षण देणे म्हणजे साक्षरता नव्हे  तर मानवी प्रगतीच्या वाट्यात अडथळा बनण्याचा  गरिबीला नष्ट करण्याचा तो एक वैशिष्ट्यपू…,NOT
hasoc_mr_1634,सौंदर्याला नेहमीच अपूर्णतेचा   अभिशाप असतो हे खरंच आहे.... गंधाविना फुललेली ही फुलं याचंच प्रत्यय आहेत....,NOT
hasoc_mr_1635,सरकार या सर्वावर गुन्हे दाखल करणार का जसे यांच्यावर गुन्हे दाखल केले?…,NOT
hasoc_mr_1636,122 तेव्हा काय गांडीत खुंटा घालून बसले होते का तेव्हा पण हिजडे आणि आताचे 105 पण हिजडे…,HOF
hasoc_mr_1637,त्या जिल्ह्यात काय चालू आहे हे समजून घेण्यासाठी हे देखील वाचा. (महाराष्ट्रात   coming soon to your temple अशी tagl…,NOT
hasoc_mr_1638,सुशांत आत्महत्या प्रकरण  बॉलिवूडमधील ड्रग्ज कनेक्शन या विषयांपासून कंगना भरकटली   कंगनाने मुंबईची  महाराष्ट्राची…,NOT
hasoc_mr_1639,मराठी माणसांना आवाहन   शिक्षणात दुसरी भाषा म्हणून हिंदीला सर्व स्तरांवरुन विरोध करा. हिंदी नकोच❌ भारतातील इतर कोणतेही रा…,NOT
hasoc_mr_1640,मुर्खा  तुला जर मराठी समजत नसेल तर बडबड करत जाऊ नको.,HOF
hasoc_mr_1641,आंतरराष्ट्रीय क्रिकेटमध्ये सर्वाधिक विकेट्स घेणाऱ्या मुथय्या मुरलीधरननेच दिल्यात सर्वाधिक धावा...,NOT
hasoc_mr_1642,नीट बोलायला शिका आणि नंतर नेत्यांवर बोलायचं धाडस करा...,NOT
hasoc_mr_1643,लॉकडाऊन काळातही या क्षेत्राला बसला नाही फटका...ऑनलाईन पार्टनर शोधत असाल तर व्हा सावध... म,NOT
hasoc_mr_1644,मळगाव येथील आत्महत्या करणाऱ्या तरुणावर मुस्लीम हेल्थ अँड वेल्फेअर फांउडेशनच्या सदस्यांनी केले अंत्यसंस्कार....…,NOT
hasoc_mr_1645,मुंबई पोलीस आपले घटनादत्त कार्य पार पाडत असताना त्यांचा जा…,NOT
hasoc_mr_1646,मुंबईत कोण कुत्रा विचारतोय या कंगना फंगनाला? हिमाचल मधे निवडणूक लढवत नाही सेना  तसेच तिथेही कंगनाला कोणी विचारत असे…,NOT
hasoc_mr_1647,पूर्व लडाखमधील मुखपरी येथे प्रत्यक्ष ताबारेषेजवळ सोमवारी जमलेले चिनी सैन्य. भाले  लोखंडी शिगा आ…,HOF
hasoc_mr_1648,पाटलीनी चा बोचा पहिला आता झोप येईल,HOF
hasoc_mr_1649,तुझी औकात नाहीए बावळट पोरी   महाराजांचा एवढा अपमान आणी आपलीच मराठी भय्ये सपोर्ट पण करताय. दुर्दैव आपलं,HOF
hasoc_mr_1650,अतिशय योग्य..,NOT
hasoc_mr_1651,काका  जस एक मोटार गाडी चालवताना दुसऱ्या गाडीचे steering व्हील आपल्या हातात नसते  तसे एक भाषा बोलता…,NOT
hasoc_mr_1652,ध्येयाकडे जात असताना वेदना या काही काळ असतात पण  ध्येय साध्य केल्यानंतर मिळणारी कीर्ती अजरामर असते.   unknown,NOT
hasoc_mr_1653,पर्थमध्ये भारत विरुद्ध ऑस्ट्रेलिया सामन्यांवर येऊ शकते बंदी  पहा काय आहे कारण,NOT
hasoc_mr_1654,• तु आणि महाराष्ट्रात येणाऱ्या इतर भिकारी भैय्यांना आम्ही इथे नाही बोलवले  तुम्ही इथे तुमचे पोट भरायला…,NOT
hasoc_mr_1655,२०१६ साली भाजपचे तेव्हाचे आमदार व आताचे खासदार उन्मेष पाटील व इतरांनी माजी सैनिक सोनू महाजन यांच्यावर हल्ला केला होता.…,NOT
hasoc_mr_1656,कंगनाच्या कार्यालयावरील कारवाईला उच्च न्यायालयाची स्थगिती  महापालिकेकडं मागितलं उत्तर. कंगनाने मुंबईची तुलना पाकव्या…,NOT
hasoc_mr_1657,च्यायला सत्तरावा लाईक माझा होता,HOF
hasoc_mr_1658,चुकीचं आहे त्याच्या विरु…,NOT
hasoc_mr_1659,दोन माणसांमध्ये  दो गज की दुरी  असं ज्या पक्षाचा सर्वोच्च नेता सांगतो त्या पक्षातील ही लोक. बाकी सगळे नियम सामा…,NOT
hasoc_mr_1660,भाऊ लावडा  बाप लसूण  मामा आंड  काका गोट्या भले असेल त्याचा आमच्या सारख्या सा…,HOF
hasoc_mr_1661,फाटके कपडे उपाशी चेहरा लोक म्हणाले बिचारा  आई  बाबा कोण याआधी घासाबद्द्ल विचारा. कोपऱ्यात बसवले भाकर देऊनी दया…,NOT
hasoc_mr_1662,भिकारचोट जरा डोळे उघडून बोल,HOF
hasoc_mr_1663,ज्या भिकारचोट माणसाला बुलेटवरून दूध रतीब घालणाऱ्या माझ्या प्रिय आमदाराने राजदंड उचलून मग कानाखाली लावली होती  तो भडवा मा…,HOF
hasoc_mr_1664,ह्या मिडीया ला कोणी तरी समजावून सांगा रे  देशाला रियाची गरज नाही  तर शेतकऱ्यांना यु रियाची आणि युवकांना नोक रियाची…,NOT
hasoc_mr_1665,ही असं जर इतर तमिळनाडू कर्नाटक राज्यात बोलली असती तर... तिथले लोकच रस्त्यात धरून तुकडे तुकडे केले अस…,HOF
hasoc_mr_1666,झाशीची राणी लक्ष्मीबाई नेवाळकर  होत्या. झाशी संस्थान साम्राज्याच्या सरदाराचे होते. उर्फ,NOT
hasoc_mr_1667,अरे भिकारचोट कुत्र्यांनो स्वतःच्या राज्यात तुम्हाला काम मिळत नाहीत कामाची भीक मागत इथे मुंबई ला ये…,HOF
hasoc_mr_1668,नगरसेवक स्थानबध्द  अवैध सावकारी व्यवसायाशी होता संबंध. सोलापूरात एमपीडीए कायद्यांन्वये कारवाई.,NOT
hasoc_mr_1669,अरे भुरट्या लाचार गुलाम माणसा फसवे आरक्षण आघाडी सरकार ने २०१४ मध्ये दिले होते ..फडणवीस सरकारने जे आरक्षण…,HOF
hasoc_mr_1670,joker says   बोलू दे   थोड़े दिवस आहेत .. नंतर देशमुख गे…,NOT
hasoc_mr_1671,पारावर च्या एक्सपर्टस कडून पण ऐकेल पवार साहेब म्हणजे चाणक्य   त्यांचा इतक्या वर्षा चा अनुभव   भाजपा ची जिरावली  राजनीती म…,NOT
hasoc_mr_1672,हे स्त्री तुझ्या चारित्र्यावर तुझीच स्वाक्षरी असू दे अन्य कोणालाही तो अधिकार देऊ नकोस,NOT
hasoc_mr_1673,वा यानंतर खेळाची कारकिर्द संपते? व्हिक्टोरिया अझारेका  त्सेतवाना पिरोनकेवा  सेरेना विल्यम्स us op…,NOT
hasoc_mr_1674,देवाभाऊंच्या मुद्देसुद भाषणाला उत्तर काय तर.. आशेवर दिवस ढकला. आपला मास्क हीच आपली लस. हात धुवा. शिथिलता किंबहुना…,NOT
hasoc_mr_1675,ह्या ताई अगदीच बावळट आणि मागासलेल्या आहेत . हा जमाना आणि चा. केबल के बल बाते मत करो,HOF
hasoc_mr_1676,कौतुक कुणाचे करावे सुताराचे की घरमालकाचे🤣🤣🤣🤣🤣,NOT
hasoc_mr_1677,१९६० साली महाराष्ट्रातल्या साध्या मराठी माणसांनी लढुन मुंबई महाराष्ट्राला मिळवून दिली. ती माणसं म्हणजे कुणी ब्रॅंड…,NOT
hasoc_mr_1678,सांगा तुमची फेव्हरेट जोडी...,NOT
hasoc_mr_1679,राम कदम वागण्यात नाही तर बोलण्यात चुकले…bjp मग अजित दादा कुठे तुमच्या तोंडात मूतले होते 🤣,HOF
hasoc_mr_1680,एक ओळखीचे व्यक्ती खुशाल आई च्या पित्र श्रद्धा साठी फेसबुक लाईव्ह आला ..आणि पुजा वगैरे नंतर काय काय मोठ मोठ्या लोकां…,NOT
hasoc_mr_1681,बँकेचे लोन गरीब   वर्ग वेळेवर देऊ शकला नाही तर त्यांना जमीन विकून डोक्यावरचं कमी करावे लागते आणि मानसिक ताण घे…,NOT
hasoc_mr_1682,आरक्षण पडलं च आरक्षण आधीच काढलं घाई करून हरीश साळवे सारखे मराठी वकील काढून कपिल सिब्बल सारखा परप्रां…,NOT
hasoc_mr_1683,च्यायला म्हतार बरच चाबर दिसतंय,NOT
hasoc_mr_1684,ला एक प्रार्थना करतो की अश्या व्यक्तीचे कव्हर नका करू. तुम्ही दाखवता आणि तिला अ…,NOT
hasoc_mr_1685,भक्त   bmc ला आजच जाग आली का?? सामान्य लोक   ncb(अंमली पदार्थ विरोधी दल) आताच जागे झाले का??,NOT
hasoc_mr_1686,fresh सकाळ आणि चांगल्या feelings येण्यासाठी रात्री झालेलं बोलणं हे समाधान देणार असावं. तरच सकाळी मोबाईल बघितल्यावर…,NOT
hasoc_mr_1687,मॉर्निंगवॉकसाठी घराबाहरे पडलेल्या मुलाचा जंगलात आढळला मृतदेह. स्थानिकांच्या मते मुलाला वाघाने उचलून नेले होते …,NOT
hasoc_mr_1688,अतिशय दळभद्री भिकारी आघाडी सरकार,HOF
hasoc_mr_1689,दगडात देव आहे हे समजवण्यात धर्म यशस्वी झाला पण माणसात माणूस आहे हे समजवण्यात धर्म अयशस्वी झाला,NOT
hasoc_mr_1690,बघा  गोबरभक्तांची झाशीची राणी चपला घालून देवाच्या पाया पडतेय. यावर सगळे गोबरछाप तोंडात बोळे कोंबून बसतील.,HOF
hasoc_mr_1691,अरे माझे मत तुला पटत नसेल तर मी काय करू   मला तो बावळट वाटतो त्यात माझा काय दोष  तू त्या शिव ला विचार ना,HOF
hasoc_mr_1692,हा महाराष्ट्र काय लेच्यापेच्यांचा देश नाही  वाघाची औलाद आहे वाघची  आणी कुणी डीवचल तर त्याचे काय भयंकर परीणाम होतात…,NOT
hasoc_mr_1693,शिव्या तोंडात येत होत्या नुसत्या,NOT
hasoc_mr_1694,जागतिक ओझोन दिन..  मानवी हस्तक्षेपामुळे काही वायूंचे मोठ्या प्रमाणावर होणारे उत्सर्जन यामुळे ओझोन…,NOT
hasoc_mr_1695,तो गोट्या खेळतो फक्त आता.,HOF
hasoc_mr_1696,२०२४ साली निवडणूक जिंकून पुन्हा तेच पंतप्रधानपदी विराजमान व्हावेत यासाठी त्यांना परमेश्वर चांगले आरोग्य आणि उदंड आ…,NOT
hasoc_mr_1697,च्यायला 2024 लवकर यावं राव नाहीतर परराष्ट्र संबंध इतिहासा जमा करेल हा माणूस...,NOT
hasoc_mr_1698,जेंव्हा भक्त देवाचं करतो  तेव्हा देव त्याचं रक्षण करतो आणि जेव्हा भक्त देवाचं स्मरण नाही करत तेंव्हा पण देव…,NOT
hasoc_mr_1699,असतात काही दळभद्री नीच प्रवृत्तीची मुलं...,HOF
hasoc_mr_1700,च्यायला नाव पण आपले नाही यांचे..,HOF
hasoc_mr_1701,पेट्रोल पंपावर मोबाईल वापरण्यासाठी बंदी का असते?,NOT
hasoc_mr_1702,संकटं तुमच्यातली शक्ती  जिद्द पाहण्यासाठीच येत असतात...,NOT
hasoc_mr_1703,अगदी योग्य विश्लेषण केले. एकदा खालील थ्रेड वाचा. आम्हाला सामान्य जनतेला सोशल मीडिया हेच माध्यम आहे…,NOT
hasoc_mr_1704,आणि त्या दक्षिण भारतातील लोकांचे विचार एकदम बावळट आहे  त्याना त्याचा स्वतंत्र्य देश पाहि…,HOF
hasoc_mr_1705,पालकांनी अमुक व्यवसाय काही ठराविक समाजातीलच लोक करू शकतात हा गैरसमज दूर करावा  मुलांना लक्ष्मणराव किर्लोस्करां…,NOT
hasoc_mr_1706,स्वतःच्या तोंडात ही थोडा स्प्रे मारून घे म्हणावं. किडे मरतील आतले. आणि उरल तर त्या…,HOF
hasoc_mr_1707,अरे भडव्या आधी निट मराठी लिहायला शिक,HOF
hasoc_mr_1708,या जगात ए टू झेड सगळे काही ना काही गुन्हा करतात. ९९ टक्के लोक तर गांधीजींची ३ माकडं असतात. गुन्हा होताना डोळे झाकले…,NOT
hasoc_mr_1709,आमची हिमाचल वाली ताई तिची टीम घेऊन येणार आहे mi ला हरवून जाणार संजय भाऊ तुम्ही jbc आणला तरी आम्ही घा…,NOT
hasoc_mr_1710,भाषिक चित्रपट कलाकार कधी हिंदीची गुलामी सोडून असं आपल्या नेत्यांना म…,NOT
hasoc_mr_1711,अर्थव्यवस्था व्हेंटिलेटरवर असताना महाराष्ट्रासारखं राज्य हातात नसणं केंद्र सरकारला कधीच पटणार नाही. त्यात आताचं महाराष्ट्राती…,NOT
hasoc_mr_1712,आपलं सरकार होत  त्यावेळी गोट्या खेळत होता का ?,HOF
hasoc_mr_1713,माणसाने समोर बघायचं की मागे हयावरच पुष्कळसं सुखदुःख अवलंबून असतं. ~ व. पु. काळे,NOT
hasoc_mr_1714,केविन डी ब्रॉयना सर्वोत्कृष्ट खेळाडू. ट्रेंट अलेक्झांडर अर्नोल्ड सर्वोत्कृष्ट युवा खेळाडू,NOT
hasoc_mr_1715,भिकारचोट मराठी मी…,HOF
hasoc_mr_1716,तुझ्या तोंडात साखर पडो...,NOT
hasoc_mr_1717,कोरोना निवारण मंत्र   पांडूरंग हरी  वासुदेव हरी तू तूझ्या घरी  मी माझ्या घरी मंत्र नाही पाळला तर direct देवाघरी…,NOT
hasoc_mr_1718,च्यायला कसला आनंद ह्या बाईं ला? अरे तो मर्चेंट नेवी मधे असला तरी त्याला मनुष्य तरी समझता कि नाही? का…,HOF
hasoc_mr_1719,ह्यांचीच इच्छा नाही  नुसते भिकारचोट वकिली पॉईंट  झारीतील शुक्र  बाकीच्यांचे म्हणजे  साहेब     मामू   …,HOF
hasoc_mr_1720,जगातील सर्वात स्वस्त ५ जी फोनची विक्री उद्यापासून सूरु  ही आहेत जबरजस्त वैशिष्ट्ये,NOT
hasoc_mr_1721,कवितेत काल ज्याला होता जपला... तोच चंद्र आज काळ्या ढगांत लपला... रागाने त्याच्या वीज हि चिडली... नभी नाही चंद्र म्ह…,NOT
hasoc_mr_1722,हा ट्विट पोहचू द्या कंगना पर्यंत छत्रपती शिवरायांच्या महाराष्ट्राला बोलते ही हरामखोर तुझी नक्की जळाली असेलच,HOF
hasoc_mr_1723,तिला काही बोलायच्या लायकीची तरी राहिली का ती आता च्यायला काही पन बकवास करत आहे रोज…,HOF
hasoc_mr_1724,लोकसभेला खाज टाकरेंना पोपट बनवला आणि आता उध्वस्त केला म्हणजेच स्वतः रिंगणाबाहेर राहून रिंगणातल्या सर्व…,NOT
hasoc_mr_1725,भारी लुक्का सावंत  अशी अनेक पालुपदं आहेत या गुलामा साठी सतरंजी उचल्या भिकारचोट लुगडी धुणारा  पप्पू चा पप्पू .........,HOF
